Price (dollars),Discount (dollars),Length of Course (hours),Number of Users,Company Administrators (percent),Company Instructors (percent),Company Learners (percent),Company Rating (average),Quiz Grade (average),Completed Quizzes (percent),Graded Assessment (percent),Not-Graded Assessment (percent),Content (percent),External (percent),Interactive (percent),Uses SCORM (yes/no),Milestone Course (yes/no),Certificates (percent),Collaborations (average),Teacher Comments (average)
49.99,0.0,34.6775,3.0,25.0,25.0,50.0,78.0,89.0,50.0,0.0,0.0,100.0,0.0,0.0,0,0,0.0,0.0,0.0
50.0,0.0,28.180555555555557,23.0,25.0,25.0,50.0,88.0,77.0,50.0,5.3,0.0,94.7,0.0,0.0,0,0,13.043478260869565,0.0,0.0
16.99,0.0,10.204722222222221,159.0,25.0,25.0,50.0,89.0,89.0,50.0,0.0,0.0,100.0,0.0,0.0,0,0,0.0,0.0,0.0
0.0,0.0,624.1730555555556,856.0,33.300000000000004,33.300000000000004,33.300000000000004,93.0,89.0,50.0,0.0,0.0,100.0,0.0,0.0,0,1,0.0,0.0,0.0
199.99,0.0,85.55944444444444,6.0,20.0,40.0,40.0,88.0,89.0,50.0,0.0,0.0,55.3,0.0,44.7,0,0,0.0,1.0,4.0
24.95,0.0,3.3925,18.0,33.300000000000004,33.300000000000004,33.300000000000004,92.0,89.0,50.0,0.0,0.0,100.0,0.0,0.0,0,0,0.0,0.0,0.0
399.99,0.1,1.36,4.0,20.0,40.0,40.0,88.0,89.0,50.0,0.0,0.0,52.5,0.0,47.5,0,0,0.0,14.0,5.0
399.99,0.0,4.069444444444445,3.0,20.0,40.0,40.0,88.0,89.0,50.0,0.0,0.0,72.1,0.0,27.9,0,0,0.0,1.0,2.0
0.0,0.0,369.4775,427.0,33.300000000000004,33.300000000000004,33.300000000000004,93.0,89.0,50.0,0.0,0.0,100.0,0.0,0.0,0,0,0.0,0.0,0.0
1000.0,5.0,34.284166666666664,7.0,33.300000000000004,0.0,66.7,92.0,89.0,50.0,0.0,0.0,57.9,2.3,39.8,0,0,0.0,0.0,1.0
0.0,0.0,0.07583333333333334,2.0,100.0,0.0,0.0,90.0,89.0,50.0,0.0,0.0,0.0,100.0,0.0,0,1,0.0,0.0,0.0
239.99,0.048,9.873611111111114,4.0,20.0,40.0,40.0,88.0,89.0,50.0,0.0,0.0,37.1,0.0,62.9,0,0,0.0,0.0,1.0
199.99,0.0,4.866944444444443,3.0,20.0,40.0,40.0,88.0,89.0,50.0,0.0,0.0,63.7,0.0,36.3,0,0,0.0,1.0,2.0
149.99,0.0,20.301666666666666,6.0,20.0,40.0,40.0,88.0,89.0,50.0,0.0,0.0,57.9,0.0,42.1,0,0,0.0,2.0,2.0
16.99,0.0,21.11083333333333,154.0,25.0,25.0,50.0,89.0,89.0,50.0,0.0,0.0,100.0,0.0,0.0,0,0,0.0,0.0,0.0
16.99,0.0,8.238888888888889,158.0,25.0,25.0,50.0,89.0,89.0,50.0,0.0,0.0,100.0,0.0,0.0,0,0,0.0,0.0,0.0
16.99,0.0,45.96666666666667,75.0,25.0,25.0,50.0,89.0,89.0,50.0,0.0,0.0,100.0,0.0,0.0,0,0,0.0,0.0,0.0
16.99,0.0,121.45972222222224,104.0,25.0,25.0,50.0,89.0,89.0,50.0,0.0,0.0,100.0,0.0,0.0,0,0,0.0,0.0,0.0
16.99,0.0,204.24472222222215,85.0,25.0,25.0,50.0,89.0,89.0,50.0,0.0,0.0,100.0,0.0,0.0,0,0,0.0,0.0,0.0
16.99,0.0,1333.5936111111114,98.0,25.0,25.0,50.0,89.0,89.0,50.0,0.0,0.0,100.0,0.0,0.0,0,0,0.0,0.0,0.0
16.99,0.0,20.061388888888885,57.0,20.0,40.0,40.0,89.0,89.0,50.0,0.0,0.0,100.0,0.0,0.0,0,0,0.0,0.0,0.0
16.99,0.0,4.88,17.0,20.0,40.0,40.0,89.0,89.0,50.0,0.0,0.0,100.0,0.0,0.0,0,0,0.0,0.0,0.0
16.99,0.0,285.5552777777778,34.0,20.0,40.0,40.0,89.0,89.0,50.0,0.0,0.0,100.0,0.0,0.0,0,0,0.0,0.0,0.0
19.99,0.0,542.4322222222222,277.0,20.0,40.0,40.0,89.0,100.0,50.0,0.0,1.1,98.9,0.0,0.0,0,0,6.137184115523466,2.0,0.0
19.99,0.005,598.6330555555555,350.0,20.0,40.0,40.0,89.0,100.0,50.0,0.0,3.2,96.8,0.0,0.0,0,0,5.428571428571429,1.0,0.0
0.0,0.0,1056.398888888889,2008.0,33.300000000000004,0.0,66.7,95.0,91.0,50.0,13.6,0.2,76.2,10.0,0.0,0,0,0.0,0.0,0.0
16.99,0.0,3.6302777777777777,44.0,20.0,40.0,40.0,89.0,89.0,50.0,0.0,0.0,100.0,0.0,0.0,0,0,0.0,0.0,0.0
16.99,0.0,58.20805555555553,35.0,20.0,40.0,40.0,89.0,89.0,50.0,0.0,0.0,100.0,0.0,0.0,0,0,0.0,0.0,0.0
0.0,0.0,1424.800555555555,2007.0,33.300000000000004,0.0,66.7,95.0,93.0,50.0,17.7,5.8000000000000025,60.5,16.0,0.0,0,0,0.0,0.0,0.0
16.99,0.0,80.38555555555557,74.0,20.0,40.0,40.0,89.0,89.0,50.0,0.0,0.0,100.0,0.0,0.0,0,0,0.0,0.0,0.0
16.99,0.0,1.6341666666666668,24.0,20.0,40.0,40.0,89.0,89.0,50.0,0.0,0.0,100.0,0.0,0.0,0,0,0.0,0.0,0.0
16.99,0.0,10.386944444444444,37.0,20.0,40.0,40.0,89.0,89.0,50.0,0.0,0.0,100.0,0.0,0.0,0,0,0.0,0.0,0.0
16.99,0.0,3.9266666666666654,13.0,20.0,40.0,40.0,89.0,89.0,50.0,0.0,0.0,100.0,0.0,0.0,0,0,0.0,0.0,0.0
16.99,0.0,8.67361111111111,61.0,20.0,40.0,40.0,89.0,89.0,50.0,0.0,0.0,100.0,0.0,0.0,0,0,0.0,0.0,0.0
16.99,0.0,8.889444444444445,18.0,20.0,40.0,40.0,89.0,89.0,50.0,0.0,0.0,100.0,0.0,0.0,0,0,0.0,0.0,0.0
16.99,0.0,6.103888888888887,34.0,20.0,40.0,40.0,89.0,89.0,50.0,0.0,0.0,100.0,0.0,0.0,0,0,0.0,0.0,0.0
149.99,0.09,34.605,4.0,20.0,40.0,40.0,88.0,89.0,50.0,0.0,0.0,59.4,0.0,40.6,0,0,0.0,2.0,1.0
149.99,0.042857000000000006,62.187777777777775,8.0,20.0,40.0,40.0,88.0,100.0,100.0,0.0,0.5,45.4,0.0,54.1,0,0,0.0,2.0,3.0
20.0,0.0,0.3655555555555556,4.0,20.0,40.0,40.0,94.0,71.0,50.0,33.300000000000004,14.3,42.9,0.0,9.5,0,0,0.0,0.0,0.0
99.99,0.04,10.4575,5.0,20.0,40.0,40.0,88.0,100.0,50.0,0.0,5.7,72.1,0.0,22.1,0,0,0.0,4.0,1.0
24.99,0.0,536.5341666666667,324.0,20.0,40.0,40.0,89.0,100.0,50.0,0.0,2.2,97.8,0.0,0.0,0,0,4.012345679012347,0.0,0.0
24.99,0.03998500000000002,1469.574444444445,520.0,20.0,40.0,40.0,89.0,100.0,50.0,0.0,1.1,98.9,0.0,0.0,0,0,4.038461538461538,3.0,0.0
24.99,0.00625,714.5727777777777,684.0,20.0,40.0,40.0,89.0,100.0,50.0,0.0,3.5000000000000004,96.5,0.0,0.0,0,0,4.093567251461988,0.0,0.0
0.0,0.0,0.06777777777777777,1.0,33.300000000000004,0.0,66.7,95.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
0.0,0.0,0.007777777777777778,1.0,33.300000000000004,0.0,66.7,95.0,89.0,50.0,0.0,0.0,100.0,0.0,0.0,0,0,0.0,0.0,0.0
0.0,0.0,0.06833333333333333,1.0,33.300000000000004,0.0,66.7,95.0,100.0,50.0,100.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0
399.99,0.0,15.665833333333332,9.0,20.0,40.0,40.0,88.0,95.0,50.0,8.7,0.0,33.2,0.0,57.99999999999999,0,0,0.0,0.0,2.0
149.99,0.05,3.4677777777777776,2.0,20.0,40.0,40.0,88.0,89.0,50.0,0.0,0.0,50.0,0.0,50.0,0,0,0.0,1.0,2.0
25.0,0.0,10.984722222222222,18.0,33.300000000000004,33.300000000000004,33.300000000000004,90.0,100.0,50.0,0.0,19.6,80.4,0.0,0.0,0,1,0.0,0.0,0.0
0.0,0.0,0.3927777777777778,4.0,20.0,40.0,40.0,94.0,81.0,100.0,63.6,0.0,36.4,0.0,0.0,0,0,0.0,0.0,0.0
22.5,0.0,15.128055555555555,18.0,33.300000000000004,33.300000000000004,33.300000000000004,90.0,90.0,50.0,14.7,10.8,74.5,0.0,0.0,0,0,16.666666666666664,0.0,0.0
199.99,0.0,701.2836111111111,4.0,20.0,40.0,40.0,88.0,89.0,50.0,0.0,0.0,67.9,0.0,32.1,0,0,0.0,1.0,1.0
3.0,0.015,6.183888888888887,17.0,25.0,25.0,50.0,95.0,84.0,66.7,40.5,22.4,0.0,37.1,0.0,0,0,64.70588235294117,0.0,0.0
16.99,0.0,9.703055555555556,54.0,20.0,40.0,40.0,89.0,89.0,50.0,0.0,0.0,100.0,0.0,0.0,0,0,0.0,0.0,0.0
0.0,0.0,9.352777777777778,37.0,33.300000000000004,0.0,66.7,87.0,89.0,50.0,0.0,0.0,100.0,0.0,0.0,0,0,0.0,0.0,0.0
16.99,0.0,19.59,33.0,20.0,40.0,40.0,89.0,89.0,50.0,0.0,0.0,100.0,0.0,0.0,0,0,0.0,0.0,0.0
16.99,0.0,1.4008333333333334,13.0,20.0,40.0,40.0,89.0,89.0,50.0,0.0,0.0,100.0,0.0,0.0,0,0,0.0,0.0,0.0
16.99,0.0,4.870277777777779,24.0,20.0,40.0,40.0,89.0,89.0,50.0,0.0,0.0,100.0,0.0,0.0,0,0,0.0,0.0,0.0
16.99,0.0,11.384166666666667,17.0,20.0,40.0,40.0,89.0,89.0,50.0,0.0,0.0,100.0,0.0,0.0,0,0,0.0,0.0,0.0
16.99,0.0,22.147222222222233,28.0,20.0,40.0,40.0,89.0,89.0,50.0,0.0,0.0,100.0,0.0,0.0,0,0,0.0,0.0,0.0
16.99,0.0,20.320833333333333,29.0,20.0,40.0,40.0,89.0,89.0,50.0,0.0,0.0,100.0,0.0,0.0,0,0,0.0,0.0,0.0
16.99,0.0,264.59694444444443,95.0,20.0,40.0,40.0,89.0,89.0,50.0,0.0,0.0,100.0,0.0,0.0,0,0,0.0,0.0,0.0
16.99,0.0,19.814166666666665,53.0,20.0,40.0,40.0,89.0,89.0,50.0,0.0,0.0,100.0,0.0,0.0,0,0,0.0,0.0,0.0
16.99,0.0,60.64444444444445,77.0,20.0,40.0,40.0,89.0,89.0,50.0,0.0,0.0,100.0,0.0,0.0,0,0,0.0,0.0,0.0
16.99,0.0,62.7688888888889,63.0,20.0,40.0,40.0,89.0,89.0,50.0,0.0,0.0,100.0,0.0,0.0,0,0,0.0,0.0,0.0
0.0,0.0,29.6575,107.0,25.0,25.0,50.0,95.0,97.0,66.7,16.900000000000002,29.7,53.40000000000001,0.0,0.0,0,0,0.0,0.0,0.0
16.99,0.0,87.93972222222222,57.0,20.0,40.0,40.0,89.0,89.0,50.0,0.0,0.0,100.0,0.0,0.0,0,0,0.0,0.0,0.0
16.99,0.0,39.04555555555555,58.0,20.0,40.0,40.0,89.0,89.0,50.0,0.0,0.0,100.0,0.0,0.0,0,0,0.0,0.0,0.0
495.0,1.9703119999999998,292.3363888888889,33.0,25.0,25.0,50.0,95.0,85.0,50.0,24.9,4.8,47.2,16.5,6.6000000000000005,0,0,87.87878787878788,0.0,0.0
16.99,0.0,7.892777777777778,21.0,20.0,40.0,40.0,89.0,89.0,50.0,0.0,0.0,100.0,0.0,0.0,0,0,0.0,0.0,0.0
16.99,0.0,99.74277777777776,53.0,20.0,40.0,40.0,89.0,89.0,50.0,0.0,0.0,100.0,0.0,0.0,0,0,0.0,0.0,0.0
16.99,0.0,120.47694444444444,54.0,20.0,40.0,40.0,89.0,89.0,50.0,0.0,0.0,100.0,0.0,0.0,0,0,0.0,0.0,0.0
16.99,0.0,3.2252777777777784,17.0,20.0,40.0,40.0,89.0,89.0,50.0,0.0,0.0,100.0,0.0,0.0,0,0,0.0,0.0,0.0
3.0,0.01,11.201666666666664,18.0,25.0,25.0,50.0,95.0,85.0,66.7,24.7,13.900000000000002,0.0,61.4,0.0,0,0,50.0,0.0,0.0
16.99,0.0,77.10777777777777,57.0,20.0,40.0,40.0,89.0,89.0,50.0,0.0,0.0,100.0,0.0,0.0,0,0,0.0,0.0,0.0
16.99,0.0,3.281944444444445,24.0,20.0,40.0,40.0,89.0,89.0,50.0,0.0,0.0,100.0,0.0,0.0,0,0,0.0,2.0,0.0
495.0,1.557142,238.52527777777772,28.0,25.0,25.0,50.0,95.0,77.0,50.0,30.6,3.0,41.7,14.6,10.1,0,0,3.571428571428571,0.0,0.0
16.99,0.0,2.193888888888889,20.0,20.0,40.0,40.0,89.0,89.0,50.0,0.0,0.0,100.0,0.0,0.0,0,0,0.0,0.0,0.0
149.99,0.0,16.872222222222227,4.0,20.0,40.0,40.0,88.0,89.0,50.0,0.0,0.0,54.90000000000001,0.0,45.1,0,0,0.0,0.0,3.0
19.99,0.0014810000000000001,1216.4619444444445,895.0,20.0,40.0,40.0,89.0,100.0,50.0,0.0,2.2,97.8,0.0,0.0,0,0,8.044692737430168,0.0,0.0
24.99,0.0,412.44388888888886,354.0,20.0,40.0,40.0,89.0,100.0,50.0,0.0,2.3,97.7,0.0,0.0,0,0,5.084745762711865,0.0,0.0
399.99,0.0,39.1725,3.0,20.0,40.0,40.0,88.0,89.0,50.0,0.0,0.0,36.9,0.0,63.1,0,0,0.0,1.0,5.0
29.99,0.0,334.2975,268.0,20.0,40.0,40.0,89.0,89.0,50.0,0.0,0.0,100.0,0.0,0.0,0,0,19.402985074626862,0.0,0.0
145.0,0.0,168.51166666666666,96.0,33.300000000000004,0.0,66.7,95.0,88.0,50.0,12.0,3.6,81.89999999999998,2.5,0.0,0,0,0.0,0.0,0.0
199.99,0.0,0.26805555555555555,2.0,20.0,40.0,40.0,88.0,89.0,50.0,0.0,0.0,83.89999999999998,0.0,16.1,0,0,0.0,0.0,0.0
25.0,0.0,4.5825,11.0,33.300000000000004,33.300000000000004,33.300000000000004,90.0,88.0,50.0,13.3,10.0,76.7,0.0,0.0,0,0,18.181818181818183,0.0,0.0
149.99,0.0,10.986388888888893,7.0,20.0,40.0,40.0,88.0,100.0,50.0,0.0,1.5,37.5,0.0,60.9,0,0,0.0,0.0,3.0
65.0,0.152977,143.98,151.0,25.0,25.0,50.0,89.0,100.0,50.0,1.3,0.3,97.4,0.0,1.1,0,0,6.6225165562913935,0.0,0.0
99.99,0.109081,8.115,9.0,20.0,40.0,40.0,88.0,89.0,50.0,0.0,0.0,100.0,0.0,0.0,0,0,0.0,0.0,0.0
75.0,0.156666,23.71583333333333,66.0,25.0,25.0,50.0,89.0,100.0,66.7,2.3,1.3,87.2,0.0,9.1,0,0,12.12121212121212,0.0,0.0
199.99,0.028571,8.891666666666667,7.0,20.0,40.0,40.0,88.0,89.0,50.0,0.0,0.0,58.3,0.0,41.7,0,0,0.0,2.0,4.0
149.99,0.0,0.007222222222222222,1.0,20.0,40.0,40.0,94.0,89.0,0.0,0.0,0.0,0.0,0.0,100.0,0,0,0.0,0.0,0.0
30.0,0.05118,132.72555555555556,188.0,25.0,25.0,50.0,89.0,100.0,50.0,0.0,0.8,94.1,0.0,5.2,0,0,9.042553191489363,0.0,0.0
199.99,0.0,16.934444444444445,4.0,20.0,40.0,40.0,88.0,89.0,50.0,0.0,0.0,59.2,0.0,40.8,0,0,0.0,0.0,1.0
279.0,0.0,0.6477777777777778,15.0,20.0,40.0,40.0,94.0,87.0,100.0,6.2,0.0,14.6,79.2,0.0,0,0,0.0,0.0,0.0
199.99,0.244433,145.29194444444445,8.0,20.0,40.0,40.0,88.0,89.0,50.0,0.0,0.0,54.7,0.0,45.3,0,0,0.0,2.0,2.0
179.99,0.0,2.4008333333333334,6.0,20.0,40.0,40.0,88.0,89.0,50.0,0.0,0.0,56.00000000000001,0.0,44.0,0,0,0.0,1.0,2.0
399.99,0.08,53.61333333333334,5.0,20.0,40.0,40.0,88.0,89.0,50.0,0.0,0.0,45.9,0.0,54.1,0,0,0.0,0.0,4.0
24.99,0.0,312.67472222222216,302.0,20.0,40.0,40.0,89.0,100.0,50.0,0.0,4.1000000000000005,95.9,0.0,0.0,0,0,6.291390728476823,0.0,0.0
19.99,0.006241,1732.2175,585.0,20.0,40.0,40.0,89.0,100.0,50.0,0.0,1.6,98.4,0.0,0.0,0,0,3.7606837606837606,1.0,0.0
19.99,0.009509,876.0908333333333,709.0,20.0,40.0,40.0,89.0,100.0,50.0,0.0,1.1,98.9,0.0,0.0,0,0,7.0521861777150905,6.0,0.0
24.99,0.002105,1582.439722222222,247.0,20.0,40.0,40.0,89.0,100.0,50.0,0.0,1.7000000000000002,98.3,0.0,0.0,0,0,8.097165991902834,1.0,0.0
0.0,0.0,0.0008333333333333334,1.0,33.300000000000004,0.0,66.7,95.0,89.0,50.0,0.0,0.0,0.0,100.0,0.0,0,0,0.0,0.0,0.0
0.0,0.0,9.600555555555557,72.0,33.300000000000004,0.0,66.7,95.0,76.0,50.0,12.1,0.0,73.8,14.2,0.0,0,0,0.0,0.0,0.0
499.99,0.0,20.288888888888884,5.0,20.0,40.0,40.0,88.0,89.0,50.0,0.0,0.0,43.2,0.0,56.8,0,0,0.0,0.0,5.0
0.0,0.0,376.8822222222222,3703.0,33.300000000000004,0.0,66.7,95.0,84.0,50.0,15.5,2.9000000000000004,65.3,16.3,0.0,0,0,0.0,0.0,0.0
229.99,0.115,0.5686111111111111,2.0,20.0,40.0,40.0,88.0,89.0,50.0,0.0,0.0,69.6,0.0,30.4,0,0,0.0,1.0,0.0
0.0,0.0,335.7530555555556,623.0,33.300000000000004,33.300000000000004,33.300000000000004,93.0,89.0,50.0,0.0,0.0,100.0,0.0,0.0,0,1,0.0,0.0,0.0
199.99,0.0,35.27388888888889,2.0,20.0,40.0,40.0,88.0,89.0,50.0,0.0,0.0,56.6,0.0,43.4,0,0,0.0,1.0,2.0
449.99,0.0,91.49333333333334,4.0,20.0,40.0,40.0,88.0,85.0,50.0,18.7,0.0,37.7,0.0,43.7,0,0,0.0,1.0,1.0
0.0,0.0,103.97583333333333,272.0,33.300000000000004,33.300000000000004,33.300000000000004,93.0,89.0,50.0,0.0,0.0,100.0,0.0,0.0,0,0,0.0,0.0,0.0
0.0,0.0,746.1138888888887,532.0,33.300000000000004,33.300000000000004,33.300000000000004,93.0,89.0,50.0,0.0,0.0,100.0,0.0,0.0,0,1,0.0,0.0,0.0
229.99,0.046,529.9388888888889,10.0,20.0,40.0,40.0,88.0,89.0,50.0,0.0,0.0,47.8,0.0,52.2,0,0,0.0,1.0,2.0
0.0,0.0,12.236111111111107,240.0,33.300000000000004,33.300000000000004,33.300000000000004,92.0,89.0,50.0,0.0,0.0,100.0,0.0,0.0,0,0,0.0,0.0,0.0
229.99,0.0,0.8177777777777778,4.0,20.0,40.0,40.0,88.0,89.0,50.0,0.0,0.0,84.8,0.0,15.2,0,0,0.0,0.0,0.0
149.99,0.01875,44.42027777777778,9.0,20.0,40.0,40.0,88.0,89.0,50.0,0.0,0.0,60.4,0.0,39.6,0,0,0.0,10.0,2.0
495.0,3.1142849999999997,131.62111111111108,15.0,25.0,25.0,50.0,95.0,80.0,50.0,35.099999999999994,1.2,38.9,14.2,10.6,0,0,66.66666666666666,0.0,0.0
16.99,0.0,2.9994444444444444,17.0,20.0,40.0,40.0,89.0,89.0,50.0,0.0,0.0,100.0,0.0,0.0,0,0,0.0,0.0,0.0
497.0,1.494,348.8302777777778,32.0,25.0,25.0,50.0,95.0,80.0,50.0,29.6,2.5,44.6,14.6,8.7,0,0,103.125,2.0,0.0
16.99,0.0,35.438611111111115,70.0,20.0,40.0,40.0,89.0,89.0,50.0,0.0,0.0,100.0,0.0,0.0,0,0,0.0,0.0,0.0
497.0,2.460714,378.82138888888886,27.0,25.0,25.0,50.0,95.0,80.0,50.0,30.2,2.8000000000000003,41.6,15.3,10.0,0,0,85.18518518518519,0.0,0.0
16.99,0.0,54.20166666666667,75.0,20.0,40.0,40.0,89.0,89.0,50.0,0.0,0.0,100.0,0.0,0.0,0,0,0.0,0.0,0.0
16.99,0.0,3.5472222222222216,53.0,20.0,40.0,40.0,89.0,89.0,50.0,0.0,0.0,100.0,0.0,0.0,0,0,0.0,0.0,0.0
449.95,0.0,30.093055555555555,11.0,25.0,25.0,50.0,95.0,88.0,60.0,5.9,3.4000000000000004,74.6,2.5,13.7,0,0,0.0,0.0,2.0
16.99,0.0,2.8141666666666665,40.0,20.0,40.0,40.0,89.0,89.0,50.0,0.0,0.0,100.0,0.0,0.0,0,0,0.0,0.0,0.0
3.0,0.0,2.083333333333333,14.0,25.0,25.0,50.0,95.0,78.0,50.0,22.4,26.3,0.0,51.3,0.0,0,0,71.42857142857143,0.0,0.0
0.0,0.0,4.429166666666666,19.0,33.300000000000004,0.0,66.7,87.0,89.0,50.0,0.0,0.0,100.0,0.0,0.0,0,0,0.0,0.0,0.0
0.01,0.0,108.86916666666669,229.0,25.0,25.0,50.0,95.0,69.0,50.0,21.4,0.0,46.5,20.5,11.6,0,0,0.0,0.0,0.0
16.99,0.0,6.4505555555555585,21.0,20.0,40.0,40.0,89.0,89.0,50.0,0.0,0.0,100.0,0.0,0.0,0,0,0.0,0.0,0.0
16.99,0.0,59.8425,52.0,20.0,40.0,40.0,89.0,89.0,50.0,0.0,0.0,100.0,0.0,0.0,0,0,0.0,0.0,0.0
16.99,0.0,32.47805555555556,52.0,20.0,40.0,40.0,89.0,89.0,50.0,0.0,0.0,100.0,0.0,0.0,0,0,0.0,0.0,0.0
16.99,0.0,72.45083333333334,76.0,20.0,40.0,40.0,89.0,89.0,50.0,0.0,0.0,100.0,0.0,0.0,0,0,0.0,0.0,0.0
16.99,0.0,10.961944444444445,41.0,20.0,40.0,40.0,89.0,89.0,50.0,0.0,0.0,100.0,0.0,0.0,0,0,0.0,0.0,0.0
16.99,0.0,26.253611111111113,60.0,20.0,40.0,40.0,89.0,89.0,50.0,0.0,0.0,100.0,0.0,0.0,0,0,0.0,0.0,0.0
495.0,1.95,156.97611111111112,19.0,25.0,25.0,50.0,95.0,81.0,50.0,25.1,3.1,46.5,16.2,9.1,0,0,0.0,0.0,0.0
16.99,0.0,0.9586111111111112,8.0,20.0,40.0,40.0,89.0,89.0,50.0,0.0,0.0,100.0,0.0,0.0,0,0,0.0,0.0,0.0
16.99,0.0,14.932222222222226,22.0,20.0,40.0,40.0,89.0,89.0,50.0,0.0,0.0,100.0,0.0,0.0,0,0,0.0,0.0,0.0
16.99,0.0,14.800277777777774,36.0,20.0,40.0,40.0,89.0,89.0,50.0,0.0,0.0,100.0,0.0,0.0,0,0,0.0,0.0,0.0
5.99,0.0,4.841111111111111,49.0,20.0,40.0,40.0,89.0,89.0,50.0,0.0,0.0,100.0,0.0,0.0,0,0,0.0,0.0,0.0
16.99,0.0,4.631388888888889,33.0,20.0,40.0,40.0,89.0,89.0,50.0,0.0,0.0,100.0,0.0,0.0,0,0,0.0,0.0,0.0
495.0,0.0,10.773055555555556,20.0,40.0,20.0,40.0,91.0,100.0,50.0,0.0,1.7999999999999998,79.60000000000002,0.0,18.7,0,0,0.0,0.0,0.0
16.99,0.0,27.875277777777786,57.0,20.0,40.0,40.0,89.0,89.0,50.0,0.0,0.0,100.0,0.0,0.0,0,0,0.0,0.0,0.0
16.99,0.0,46.74333333333333,43.0,20.0,40.0,40.0,89.0,89.0,50.0,0.0,0.0,100.0,0.0,0.0,0,0,0.0,0.0,0.0
0.0,0.0,0.02805555555555556,1.0,20.0,40.0,40.0,94.0,50.0,100.0,33.300000000000004,0.0,66.7,0.0,0.0,0,0,0.0,0.0,0.0
16.99,0.0,17.984444444444446,29.0,20.0,40.0,40.0,89.0,89.0,50.0,0.0,0.0,100.0,0.0,0.0,0,0,0.0,0.0,0.0
16.99,0.0,61.88555555555556,72.0,20.0,40.0,40.0,89.0,89.0,50.0,0.0,0.0,100.0,0.0,0.0,0,0,0.0,0.0,0.0
16.99,0.0,9.924722222222222,42.0,25.0,25.0,50.0,89.0,89.0,50.0,0.0,0.0,100.0,0.0,0.0,0,0,0.0,0.0,0.0
16.99,0.0,18.3525,165.0,25.0,25.0,50.0,89.0,89.0,50.0,0.0,0.0,100.0,0.0,0.0,0,0,0.0,0.0,0.0
24.99,0.174129,2623.222777777778,2789.0,20.0,40.0,40.0,89.0,100.0,50.0,0.0,0.5,99.5,0.0,0.0,0,0,2.0437432771602726,1.0,0.0
16.99,0.0,84.97666666666667,65.0,25.0,25.0,50.0,89.0,89.0,50.0,0.0,0.0,100.0,0.0,0.0,0,0,0.0,0.0,0.0
29.99,0.0,741.0041666666667,341.0,20.0,40.0,40.0,89.0,89.0,50.0,0.0,0.0,100.0,0.0,0.0,0,0,37.82991202346041,0.0,0.0
24.99,0.002045,3692.88,1323.0,20.0,40.0,40.0,89.0,100.0,50.0,0.0,1.3,98.7,0.0,0.0,0,0,3.552532123960696,0.0,0.0
16.99,0.0,176.29666666666665,79.0,25.0,25.0,50.0,89.0,89.0,50.0,0.0,0.0,100.0,0.0,0.0,0,0,0.0,0.0,0.0
24.99,0.005,993.4772222222224,761.0,20.0,40.0,40.0,89.0,89.0,50.0,0.0,0.0,100.0,0.0,0.0,0,0,11.695137976346912,0.0,0.0
16.99,0.0,26.948888888888888,46.0,25.0,25.0,50.0,89.0,89.0,50.0,0.0,0.0,100.0,0.0,0.0,0,0,0.0,0.0,0.0
0.0,0.0,405.25416666666666,3698.0,33.300000000000004,0.0,66.7,95.0,91.0,50.0,11.7,4.2,71.1,13.0,0.0,0,0,0.0,0.0,0.0
16.99,0.0,62.24472222222222,87.0,25.0,25.0,50.0,89.0,89.0,50.0,0.0,0.0,100.0,0.0,0.0,0,0,0.0,0.0,0.0
0.0,0.0,5.222777777777779,74.0,33.300000000000004,0.0,66.7,95.0,85.0,50.0,22.6,0.0,59.5,17.9,0.0,0,0,0.0,0.0,0.0
0.0,0.0,24.483888888888888,96.0,33.300000000000004,0.0,66.7,95.0,97.0,66.7,15.6,20.4,43.5,20.4,0.0,0,0,0.0,0.0,0.0
16.99,0.0,20.494444444444444,48.0,25.0,25.0,50.0,89.0,89.0,50.0,0.0,0.0,100.0,0.0,0.0,0,0,0.0,0.0,0.0
16.99,0.0,57.1611111111111,65.0,25.0,25.0,50.0,89.0,89.0,50.0,0.0,0.0,100.0,0.0,0.0,0,0,0.0,0.0,0.0
16.99,0.0,20.606666666666666,165.0,25.0,25.0,50.0,89.0,89.0,50.0,0.0,0.0,100.0,0.0,0.0,0,0,0.0,0.0,0.0
16.99,0.0,5.301666666666667,28.0,20.0,40.0,40.0,89.0,89.0,50.0,0.0,0.0,100.0,0.0,0.0,0,0,0.0,0.0,0.0
16.99,0.0,12.363333333333333,49.0,20.0,40.0,40.0,89.0,89.0,50.0,0.0,0.0,100.0,0.0,0.0,0,0,0.0,0.0,0.0
16.99,0.0,18.544722222222227,30.0,20.0,40.0,40.0,89.0,89.0,50.0,0.0,0.0,100.0,0.0,0.0,0,0,0.0,0.0,0.0
16.99,0.0,3.0380555555555566,11.0,20.0,40.0,40.0,89.0,89.0,50.0,0.0,0.0,100.0,0.0,0.0,0,0,0.0,0.0,0.0
16.99,0.0,12.377222222222226,36.0,20.0,40.0,40.0,89.0,89.0,50.0,0.0,0.0,100.0,0.0,0.0,0,0,0.0,0.0,0.0
